Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aruba,ABW,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.485206604004,95.139907836914,94.130432128906,96.509971618652,94.487632751465,98.23445892334,96.729301452637,101.72176361084,101.15019989014,98.587760925293,98.250343322754,95.681510925293,,,101.00430297852,105.19856262207,,,,,,,,,
Africa Eastern and Southern,AFE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,43.632118225098,44.33948135376,44.972328186035,45.979709625244,46.875408172607,47.661499023438,48.986740112305,50.261039733887,52.616588592529,53.229621887207,54.705940246582,55.68217086792,56.230941772461,59.305618286133,55.737251281738,55.318439483643,53.949798583984,52.419910430908,50.795490264893,51.859550476074,52.631980895996,51.509998321533,52.728588104248,51.338569641113,51.657440185547,51.821319580078,51.152938842773,49.782211303711,49.607151031494,49.368068695068,51.451488494873,53.103988647461,54.659370422363,55.881088256836,58.506748199463,60.786239624023,62.623149871826,65.846382141113,69.50910949707,69.257247924805,68.219909667969,67.88053894043,67.584442138672,67.479469299316,67.182250976562,67.487426757812,68.50602722168,69.828262329102,70.442260742188,71.446983337402,72.305030822754,,
Afghanistan,AFG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,17.986869812012,,,18.967990875244,20.674549102783,,27.664199829102,35.882900238037,,,21.759620666504,20.997480392456,,,,,,,,34.170829772949,,,,,,,,,,,,,,,,,,,,,,,82.910461425781,87.253326416016,88.73551940918,86.175521850586,,,,
Africa Western and Central,AFW,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,53.100231170654,53.068351745605,52.687931060791,52.782958984375,52.517311096191,53.482841491699,54.070388793945,54.708980560303,55.981048583984,56.014759063721,56.438789367676,57.133609771729,57.388320922852,57.567588806152,57.570560455322,57.429790496826,57.847469329834,57.974311828613,57.859329223633,57.446769714355,57.752529144287,57.913791656494,58.018451690674,58.169490814209,58.15592956543,57.907760620117,58.666751861572,58.79216003418,59.086441040039,59.493099212646,60.11116027832,60.83124923706,61.054298400879,61.20087814331,61.912998199463,63.71752166748,67.327491760254,64.250091552734,61.136161804199,63.819580078125,64.797523498535,66.098358154297,66.900573730469,67.338417053223,67.765922546387,68.662712097168,69.230278015137,68.635368347168,68.597290039062,68.489990234375,68.660049438477,69.181411743164,68.249122619629,
Angola,AGO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,46.230171203613,41.266021728516,,,,,,,,,30.969449996948,,,,,,,,,,,,,,,,,41.175411224365,40.965740203857,42.285900115967,49.094341278076,,,,,,,,,,,,
Albania,ALB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,90.532783508301,,,,99.16690826416,100.99131011963,,100.48818206787,98.935241699219,,,106.88188934326,104.58017730713,105.83624267578,103.26998138428,108.33448028565,115.49825286865,99.674499511719,112.17949676514,107.2767868042,107.40773010254,110.04766845703,105.70855712891,101.72071838379,99.468589782715,98.223258972168,97.748992919922,
Andorra,AND,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.953216552734,102.43901824951,100.96286010742,,,,,,,,,,66.277557373047,66.094993591309,68.496726989746,65.816329956055,66.709182739258,64.22135925293,62.709968566895,62.068969726562,,
Arab World,ARB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,50.446441650391,50.295520782471,49.83309173584,50.850021362305,51.542999267578,54.466640472412,56.096351623535,58.080509185791,57.333438873291,53.265571594238,56.370559692383,59.628791809082,60.107780456543,61.050270080566,63.076889038086,66.825813293457,65.916290283203,65.570297241211,66.409927368164,66.829132080078,68.296562194824,68.452857971191,69.238258361816,69.441078186035,70.177543640137,71.123550415039,72.150283813477,72.875709533691,73.924171447754,74.961067199707,74.906478881836,76.01683807373,76.678321838379,78.195487976074,79.76978302002,80.867858886719,79.160430908203,80.870567321777,82.638427734375,81.05265045166,81.967163085938,82.168418884277,82.932952880859,80.371383666992,80.272338867188,80.009033203125,79.784286499023,79.744956970215,80.638549804688,81.098876953125,82.214942932129,82.484870910645,82.319717407227,
United Arab Emirates,ARE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,36.439220428467,41.889301300049,52.353420257568,58.602210998535,61.253318786621,64.742370605469,65.992980957031,69.260581970215,81.109733581543,82.81867980957,81.374450683594,78.114280700684,78.743293762207,74.721992492676,70.703598022461,76.389541625977,84.120498657227,90.881858825684,91.050567626953,89.475868225098,90.104019165039,90.131843566895,86.267997741699,82.832481384277,82.707511901855,88.808052062988,94.960929870605,98.862106323242,98.839622497559,,,,,,,,,,91.531913757324,99.685493469238,112.28137969971,125.16529846191,,,,118.87200927734,105.32071685791,,,
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,69.952629089355,72.055541992188,,,76.341232299805,78.450202941895,77.929809570312,,,,,,,,,,,,,,,,,,97.769523620605,,92.641067504883,92.363388061523,101.25328826904,99.488990783691,99.724182128906,99.186408996582,101.83541870117,99.502639770508,97.783638000488,94.82763671875,95.846992492676,98.637786865234,102.38662719727,103.04685211182,103.40863037109,103.40962982178,103.75479888916,103.37493133545,105.39260101318,106.05313110352,106.54444885254,101.58180999756,100.2818069458,100.38289642334,103.83779144287,105.47953033447,,
Armenia,ARM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,106.90968322754,,,90.622581481934,,,,,83.743377685547,86.774230957031,100.00592803955,93.466316223145,92.02571105957,96.746276855469,98.657676696777,,91.540000915527,93.474159240723,93.56420135498,,94.603706359863,94.226379394531,105.00942230225,102.76342773438,100.23706817627,97.227096557617,101.9867477417,100.6318435669,92.147369384766,
American Samoa,ASM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,73.787956237793,75.568801879883,,,,,,,,,,,,,,,,88.452087402344,,,,,,,,,,,,,,,,109.44406890869,103.81730651856,119.34066009522,119.0799407959,,114.09788513184,119.13767242432,100.38819885254,102.68774414062,107.80876159668,104.44444274902,104.97666931152,,,,
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,93.763832092285,96.225357055664,96.151008605957,,,,,,,,,,,,,,,,,,,,,,,,,99.590858459473,99.172760009766,,,99.501068115234,,100.96212768555,,,,,,,100.62183380127,96.498481750488,98.861427307129,97.339660644531,99.396522521973,97.150970458984,98.64917755127,97.753982543945,99.458976745605,97.612396240234,99.816513061523,,
Azerbaijan,AZE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.513511657715,95.168579101562,97.586013793945,92.696151733398,95.595428466797,93.430618286133,91.605430603027,98.13037109375,90.736831665039,91.77172088623,89.514450073242,92.806831359863,91.991188049316,88.089408874512,98.125709533691,103.28021240234,111.30191040039,107.17217254639,100.21994781494,100.38333892822,98.533729553223,96.563552856445,99.703277587891,
Burundi,BDI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,5.7516598701477,,10.958609580994,11.123129844666,11.655509948731,10.932020187378,11.023289680481,10.66001033783,10.694669723511,10.755769729614,10.856479644775,12.694749832153,17.087610244751,23.069480895996,23.870290756226,25.921920776367,25.634040832519,35.506561279297,30.790370941162,38.588771820068,42.897178649902,45.530651092529,49.220520019531,,,,,,,25.136449813843,25.931760787964,26.358030319214,30.946340560913,33.352809906006,35.815540313721,,49.242660522461,42.90869140625,49.547920227051,54.754669189453,59.59209060669,64.554862976074,71.30126953125,69.089469909668,62.094341278076,64.031829833984,63.277088165283,57.223091125488,53.330379486084,49.195919036865,49.047241210938,47.148548126221,
Belgium,BEL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,69.412910461426,69.902412414551,69.553840637207,72.506126403809,75.497192382812,69.585662841797,70.019630432129,74.874687194824,75.928451538086,70.001846313477,74.563507080078,74.794219970703,75.207153320312,75.518440246582,75.29328918457,,,76.901359558105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,17.183610916138,19.947610855102,20.133960723877,19.140369415283,23.476640701294,23.341510772705,22.836879730225,25.071800231934,26.500820159912,28.380889892578,29.412349700928,31.733980178833,34.342060089111,28.14714050293,32.119621276855,29.383760452271,28.394020080566,26.24861907959,26.081499099731,18.296279907227,20.656810760498,20.647230148315,22.553169250488,24.413900375366,28.967769622803,30.982749938965,33.325771331787,35.95756149292,,36.320739746094,40.333721160889,42.297199249268,46.534809112549,50.455558776855,,,,61.858570098877,,65.314598083496,70.128868103027,71.610862731934,76.898193359375,77.311347961426,78.032707214355,77.419189453125,,,61.792831420898,60.25968170166,70.791023254395,64.573333740234,
Burkina Faso,BFA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,7.4691500663757,6.9566798210144,7.1418700218201,6.8692097663879,7.7117600440979,7.6387901306152,8.5773096084595,8.7323703765869,9.5723400115967,9.4069299697876,10.43175983429,10.627510070801,11.330719947815,12.327949523926,13.927379608154,,15.672659873962,16.681390762329,16.345970153809,19.138919830322,19.453620910644,25.758050918579,25.220510482788,26.058069229126,17.966680526733,21.832359313965,,,21.975240707398,23.895050048828,25.292680740356,26.137390136719,27.757150650024,29.141799926758,30.662580490112,31.960880279541,34.068519592285,37.815601348877,42.725189208984,46.250110626221,52.78535079956,56.28002166748,61.341850280762,59.980911254883,60.717880249023,60.309089660645,61.645149230957,62.846370697021,61.821128845215,62.045680999756,63.842380523682,58.383701324463,
Bangladesh,BGD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,42.664470672607,31.124900817871,,,,27.265020370483,,,,,,,,45.09838104248,,,,,,,,,,,,,,,,65.85954284668,,,57.352321624756,63.279411315918,65.080848693848,,,,,,,,,,,120.08288574219,107.69793701172,
Bulgaria,BGR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,94.009330749512,93.884872436523,94.412292480469,97.753890991211,87.890571594238,90.370849609375,88.770812988281,89.23233795166,89.93155670166,91.386161804199,92.820777893066,93.460327148438,95.68123626709,98.131912231445,104.33627319336,98.028388977051,102.05368804932,104.49915313721,105.91990661621,102.7638168335,94.07585144043,92.211616516113,88.230140686035,88.498596191406,87.114112854004,90.947860717773,93.325576782227,94.93376159668,96.108322143555,95.823066711426,101.29319763184,101.99697875977,102.73252868652,103.74468231201,104.94425964356,107.97263336182,104.06667327881,103.57604217529,100.6114730835,99.793502807617,99.966590881348,99.52725982666,98.446273803711,98.971206665039,97.069648742676,96.303100585938,95.479011535645,94.278167724609,91.78588104248,91.225776672363,89.520812988281,,
Bahrain,BHR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,89.664123535156,81.602027893066,80.553558349609,83.064796447754,81.775382995605,83.576141357422,90.042373657227,96.232803344727,,97.647430419922,91.597473144531,86.089477539062,78.005577087402,78.616600036621,78.231658935547,,80.450538635254,85.442047119141,84.368293762207,84.567672729492,89.069770812988,89.263687133789,92.139221191406,93.79524230957,,,,,,93.507682800293,98.191566467285,104.09880828857,103.78502655029,99.372077941895,100.38671875,99.909057617188,98.908950805664,99.656677246094,,,92.944229125977,
"Bahamas, The",BHS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,89.853302001953,,,,,75.527908325195,,,,,,92.620147705078,87.62963104248,91.729782104492,88.025840759277,87.057411193848,79.482940673828,86.560020446777,86.390892028809,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.031158447266,77.863792419434,77.259719848633,76.28125,84.511650085449,91.679443359375,90.849647521973,90.499099731445,88.452819824219,91.370079040527,90.191383361816,88.822952270508,87.010711669922,
Belarus,BLR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,101.05275726318,97.855926513672,99.260681152344,95.362648010254,96.931587219238,100.42520904541,99.706466674805,101.35726928711,98.814102172852,97.679260253906,94.846260070801,95.058952331543,95.01676940918,96.416801452637,97.83177947998,96.743049621582,,,,88.596542358398,92.138046264648,86.450981140137,91.275749206543,93.818946838379,93.056037902832,88.829811096191,93.274627685547,,98.660690307617,103.68269348144,108.60182952881,131.99000549316,104.54895019531,104.60413360596,103.8441696167,102.09073638916,99.609962463379,94.276443481445,96.990310668945,96.133056640625,98.95630645752,97.605293273926,94.898658752441,94.257446289062,94.097640991211,94.376838684082,95.613822937012,96.756591796875,99.11107635498,95.610061645508,93.540512084961,93.213897705078,
Belize,BLZ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,93.723533630371,,,92.398826599121,98.508003234863,,,96.970718383789,98.551681518555,100.70501708984,,98.655456542969,100.15055847168,102.62412261963,101.50702667236,103.50852203369,97.895462036133,100.75758361816,99.780838012695,102.77068328857,107.71385192871,102.87252807617,103.91400146484,105.61421966553,105.75930023193,102.70304870606,104.47447967529,102.76528167725,105.19567108154,112.92658996582,105.75588989258,
Bermuda,BMU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,81.225677490234,,,,,,,,,,,,,,,,,,,,,,,,,,105.26992034912,108.52416992188,107.88436126709,104.35373687744,104.96552276611,104.59609985352,,,,116.69085693359,108.76672363281,104.39882659912,109.36556243897,101.73776245117,104.99195098877,,,,,,,,
Bolivia,BOL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.298843383789,94.564178466797,95.838790893555,93.714942932129,90.118362426758,87.821876525879,88.313262939453,89.189727783203,90.409400939941,86.928520202637,87.911460876465,,,
Brazil,BRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,76.441802978516,80.81014251709,63.393589019775,65.728393554688,67.756622314453,67.714698791504,65.254020690918,65.412452697754,67.286842346191,69.425582885742,71.691062927246,72.216918945312,73.588157653809,,76.235511779785,76.207832336426,,81.349822998047,,,,,93.072227478027,92.281089782715,89.651580810547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.249290466309,97.881767272949,103.37966918945,101.18186187744,107.4351272583,103.18170166016,99.589942932129,102.36901092529,98.533081054688,98.097312927246,97.106880187988,94.765769958496,96.178512573242,,,,,,,86.722778320312,82.164123535156,94.069000244141,100.24420166016,91.723709106445,
Brunei Darussalam,BRN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,100.66348266602,99.112350463867,104.03840637207,92.111030578613,105.26444244385,102.23806762695,102.39211273193,102.3278427124,93.768051147461,99.018669128418,88.252868652344,90.605659484863,64.058410644531,,135.30638122559,,,,,102.31269073486,100.69052886963,91.913841247559,87.498107910156,81.63005065918,,88.542221069336,95.3896484375,99.244300842285,100.1307220459,107.55314636231,106.60845947266,111.89144897461,106.0217666626,103.54905700684,104.71659088135,105.27863311768,104.88870239258,103.76820373535,108.20616149902,110.10570526123,104.02066040039,103.92212677002,97.846061706543,99.824356079102,104.24450683594,103.26728057861,102.32558441162,94.320457458496,100.35286712647,,,
Bhutan,BTN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,5.8140997886658,6.1959500312805,9.0536403656006,9.9561901092529,,,,,,,,,19.963960647583,,,,,24.798360824585,29.19495010376,,,,49.764389038086,54.315231323242,54.852760314941,54.277900695801,,,60.506729125977,65.408378601074,70.783363342285,73.330352783203,79.44841003418,82.071060180664,89.773345947266,92.849662780762,102.19741821289,98.129470825195,96.353179931641,94.790428161621,96.621757507324,94.966812133789,84.585479736328,75.732978820801,82.713996887207,90.588600158691,78.625602722168,
Botswana,BWA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,44.49589920044,50.202171325684,57.116500854492,60.230400085449,62.878421783447,58.965450286865,51.735191345215,47.042530059815,53.782871246338,66.730422973633,71.652282714844,81.677207946777,85.336639404297,77.71900177002,80.800491333008,86.932197570801,96.714088439941,97.86450958252,93.38166809082,89.492820739746,90.65657043457,90.948318481445,91.231781005859,90.030647277832,93.957847595215,90.758972167969,92.665229797363,,91.27082824707,88.115531921387,87.932952880859,90.70076751709,92.431053161621,92.714790344238,92.66902923584,91.558197021484,94.154281616211,90.65860748291,93.41332244873,96.555419921875,,,96.503150939941,95.225120544434,,,,,,,,,,
